Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
29830,14,Local-gov,49,5th-6th,6,Never-married,Adm-clerical,Not-in-family,Black,Female,53,88,31,Outlying-US(Guam-USVI-etc),>50K
29831,64,State-gov,2,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,52,53,36,Ireland,<=50K
29832,47,Never-worked,100,1st-4th,6,Never-married,Sales,Wife,Asian-Pac-Islander,Male,17,24,33,Vietnam,>50K
29833,81,?,75,Some-college,8,Separated,Armed-Forces,Own-child,Asian-Pac-Islander,Female,61,30,91,Canada,<=50K
29834,85,Never-worked,48,10th,14,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,4,18,35,Columbia,>50K
29835,77,Self-emp-inc,34,Masters,11,Separated,Adm-clerical,Own-child,Other,Female,0,35,51,Greece,>50K
29836,40,Federal-gov,25,1st-4th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,71,91,56,South,<=50K
29837,27,Private,26,9th,2,Never-married,Exec-managerial,Not-in-family,Other,Female,78,89,58,Hong,<=50K
29838,53,Without-pay,14,7th-8th,15,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,64,41,15,China,<=50K
29839,56,Local-gov,49,Some-college,15,Divorced,?,Husband,White,Male,2,7,63,Guatemala,<=50K
29840,99,Self-emp-inc,3,Prof-school,13,Widowed,?,Other-relative,White,Female,55,10,20,Taiwan,<=50K
29841,90,Private,40,Assoc-acdm,4,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,87,39,19,Greece,<=50K
29842,22,Self-emp-not-inc,94,11th,8,Married-spouse-absent,Handlers-cleaners,Other-relative,Black,Female,6,80,13,Nicaragua,<=50K
29843,88,Self-emp-not-inc,7,Some-college,2,Married-spouse-absent,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,18,73,85,France,>50K
29844,25,Local-gov,37,12th,4,Married-AF-spouse,Farming-fishing,Not-in-family,Other,Female,38,0,21,Dominican-Republic,>50K
29845,27,Federal-gov,3,7th-8th,1,Separated,Tech-support,Other-relative,Other,Female,4,28,40,United-States,<=50K
29846,80,Never-worked,24,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Female,29,60,27,Taiwan,>50K
29847,69,Private,2,12th,9,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,46,28,53,Canada,<=50K
29848,81,Private,65,Preschool,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,52,1,80,Mexico,>50K
29849,99,Never-worked,88,12th,14,Married-AF-spouse,Tech-support,Not-in-family,Black,Male,90,77,92,Jamaica,<=50K
29850,96,Local-gov,54,Bachelors,3,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,15,60,59,Scotland,<=50K
29851,19,Private,14,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,86,9,69,Guatemala,>50K
29852,96,Private,63,1st-4th,4,Married-AF-spouse,Transport-moving,Husband,White,Female,52,0,94,Columbia,<=50K
29853,29,Without-pay,98,Preschool,15,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,62,56,47,England,>50K
29854,18,Self-emp-not-inc,38,Assoc-voc,16,Never-married,Tech-support,Own-child,White,Female,1,88,66,China,>50K
29855,22,Self-emp-not-inc,94,Preschool,10,Married-spouse-absent,Other-service,Wife,White,Male,72,42,87,Thailand,>50K
29856,69,Without-pay,97,HS-grad,16,Widowed,Protective-serv,Husband,Black,Female,0,67,12,Scotland,>50K
29857,19,?,97,Masters,5,Married-spouse-absent,Transport-moving,Unmarried,Asian-Pac-Islander,Male,28,41,59,Philippines,>50K
29858,93,?,66,7th-8th,9,Separated,Transport-moving,Husband,Black,Female,45,38,35,Portugal,>50K
29859,44,Never-worked,9,11th,5,Never-married,Craft-repair,Not-in-family,Other,Female,5,77,99,?,>50K
29860,38,Self-emp-not-inc,45,HS-grad,14,Widowed,Protective-serv,Other-relative,Black,Male,70,22,25,Jamaica,<=50K
29861,54,Without-pay,41,Assoc-acdm,4,Widowed,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,24,88,92,China,<=50K
29862,71,Federal-gov,20,10th,6,Married-spouse-absent,Prof-specialty,Husband,White,Male,13,79,60,Greece,>50K
29863,29,Federal-gov,73,Assoc-acdm,12,Divorced,Machine-op-inspct,Other-relative,White,Female,1,48,64,Holand-Netherlands,<=50K
29864,6,Self-emp-inc,52,Doctorate,13,Separated,Sales,Other-relative,Amer-Indian-Eskimo,Female,16,95,88,Ecuador,<=50K
29865,10,Self-emp-not-inc,11,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,Other,Female,8,37,5,Cuba,>50K
29866,100,Private,23,HS-grad,5,Married-AF-spouse,Handlers-cleaners,Own-child,White,Male,85,18,92,El-Salvador,<=50K
29867,46,Federal-gov,75,7th-8th,9,Widowed,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,65,45,41,France,<=50K
29868,74,Self-emp-inc,59,12th,8,Widowed,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,82,3,70,Guatemala,>50K
29869,85,Without-pay,73,Assoc-acdm,14,Never-married,Transport-moving,Unmarried,Black,Male,64,15,28,South,>50K
29870,21,Private,67,Some-college,13,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other,Female,57,10,36,Italy,>50K
29871,99,Federal-gov,60,Prof-school,3,Divorced,Adm-clerical,Wife,Black,Male,46,92,87,India,>50K
29872,29,Self-emp-inc,59,Assoc-voc,3,Married-AF-spouse,?,Other-relative,Amer-Indian-Eskimo,Male,64,4,2,Portugal,>50K
29873,34,Federal-gov,56,Masters,6,Married-AF-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,46,83,18,Peru,<=50K
29874,28,State-gov,56,Doctorate,3,Separated,Adm-clerical,Own-child,Other,Female,100,68,45,Haiti,>50K
29875,1,Local-gov,6,Doctorate,12,Divorced,Adm-clerical,Wife,Black,Male,63,10,71,Germany,>50K
29876,48,Local-gov,88,HS-grad,4,Married-civ-spouse,?,Other-relative,Black,Female,40,35,95,Italy,<=50K
29877,57,State-gov,99,11th,3,Never-married,?,Unmarried,Other,Female,90,40,35,Philippines,<=50K
29878,77,Self-emp-not-inc,88,Prof-school,12,Never-married,Armed-Forces,Husband,Other,Male,82,45,9,Poland,<=50K
29879,39,Self-emp-inc,80,10th,6,Married-AF-spouse,Other-service,Own-child,Black,Female,56,85,85,El-Salvador,>50K
29880,61,Self-emp-inc,32,Bachelors,12,Never-married,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,66,66,84,Italy,>50K
29881,4,Federal-gov,36,Preschool,10,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,80,16,37,Hungary,>50K
29882,66,?,58,11th,14,Separated,Transport-moving,Other-relative,Black,Female,15,90,100,Honduras,<=50K
29883,73,Never-worked,83,5th-6th,12,Widowed,Sales,Husband,White,Male,99,1,55,France,>50K
29884,44,Without-pay,90,Prof-school,15,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,12,22,8,Japan,<=50K
29885,43,Federal-gov,27,Assoc-voc,14,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,53,88,41,Outlying-US(Guam-USVI-etc),<=50K
29886,82,Self-emp-inc,3,Assoc-acdm,15,Never-married,Other-service,Other-relative,Other,Male,56,6,49,Taiwan,<=50K
29887,4,State-gov,11,Some-college,2,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,40,61,22,England,<=50K
29888,97,Self-emp-not-inc,85,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,19,66,66,?,>50K
29889,100,Federal-gov,69,1st-4th,10,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,53,72,30,Trinadad&Tobago,>50K
29890,44,State-gov,48,7th-8th,6,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,56,21,82,Holand-Netherlands,>50K
29891,100,Private,82,Doctorate,12,Married-civ-spouse,Exec-managerial,Unmarried,Other,Male,15,68,43,Portugal,>50K
29892,51,Without-pay,53,Preschool,2,Widowed,Farming-fishing,Not-in-family,Other,Female,17,39,12,Scotland,>50K
29893,15,Private,4,Masters,8,Never-married,Adm-clerical,Own-child,Other,Female,30,0,35,Philippines,>50K
29894,63,Without-pay,63,9th,13,Never-married,Transport-moving,Unmarried,White,Male,87,27,74,Greece,<=50K
29895,49,?,99,Assoc-voc,1,Married-spouse-absent,Prof-specialty,Husband,Other,Male,78,80,44,Philippines,>50K
29896,62,Self-emp-not-inc,18,5th-6th,14,Never-married,Protective-serv,Not-in-family,White,Male,73,47,2,Puerto-Rico,>50K
29897,12,Never-worked,83,Preschool,16,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,66,77,70,Germany,<=50K
29898,40,Without-pay,100,7th-8th,9,Married-AF-spouse,Tech-support,Other-relative,White,Male,26,41,97,Italy,>50K
29899,84,Federal-gov,53,5th-6th,6,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,71,68,51,Trinadad&Tobago,<=50K
29900,16,Self-emp-not-inc,46,1st-4th,7,Married-AF-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,22,37,41,Haiti,<=50K
29901,81,Without-pay,82,Bachelors,9,Never-married,Adm-clerical,Own-child,White,Male,78,43,6,Japan,>50K
29902,90,Self-emp-not-inc,100,Masters,7,Widowed,Machine-op-inspct,Husband,Other,Female,66,27,82,United-States,<=50K
29903,46,Never-worked,84,Masters,3,Divorced,Priv-house-serv,Wife,Other,Female,10,47,55,Outlying-US(Guam-USVI-etc),<=50K
29904,44,Never-worked,98,11th,11,Married-AF-spouse,Handlers-cleaners,Other-relative,White,Male,47,0,78,Ireland,>50K
29905,47,Never-worked,38,12th,10,Married-civ-spouse,Protective-serv,Own-child,White,Male,7,7,26,Puerto-Rico,>50K
29906,96,Federal-gov,1,5th-6th,2,Divorced,Farming-fishing,Own-child,Black,Female,73,1,40,Greece,>50K
29907,21,Local-gov,26,10th,9,Married-spouse-absent,Priv-house-serv,Husband,White,Female,87,32,85,Honduras,>50K
29908,34,Federal-gov,62,Preschool,11,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,94,27,64,Outlying-US(Guam-USVI-etc),<=50K
29909,73,Never-worked,74,5th-6th,2,Divorced,Exec-managerial,Own-child,Other,Male,1,17,93,Dominican-Republic,<=50K
29910,40,Self-emp-inc,64,Doctorate,2,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,74,40,France,<=50K
29911,29,State-gov,97,Bachelors,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,44,26,95,Puerto-Rico,>50K
29912,92,Self-emp-not-inc,33,5th-6th,16,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Female,65,9,14,Haiti,<=50K
29913,7,Self-emp-not-inc,32,Assoc-voc,12,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,33,98,41,Holand-Netherlands,>50K
29914,87,Local-gov,45,Bachelors,7,Widowed,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,72,30,89,Cuba,<=50K
29915,66,Private,10,10th,12,Never-married,Sales,Other-relative,White,Male,53,44,32,Peru,<=50K
29916,10,Local-gov,83,Preschool,2,Separated,Transport-moving,Unmarried,Other,Male,58,78,14,Vietnam,<=50K
29917,25,Private,100,10th,5,Divorced,Prof-specialty,Husband,White,Female,30,15,86,Trinadad&Tobago,<=50K
29918,85,Self-emp-not-inc,95,Some-college,3,Divorced,Armed-Forces,Husband,Other,Male,91,45,25,Holand-Netherlands,<=50K
29919,40,Local-gov,13,Preschool,8,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,15,34,2,Cambodia,<=50K
29920,6,Federal-gov,9,Doctorate,2,Married-civ-spouse,Handlers-cleaners,Husband,Other,Female,24,57,56,Outlying-US(Guam-USVI-etc),<=50K
29921,82,State-gov,56,11th,11,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,62,40,54,Canada,<=50K
29922,16,?,82,12th,4,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,47,57,15,Ecuador,<=50K
29923,11,Self-emp-inc,17,7th-8th,13,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,28,43,78,Italy,<=50K
29924,45,?,76,1st-4th,3,Never-married,Sales,Husband,Other,Male,99,15,40,South,<=50K
29925,24,Private,91,11th,12,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,57,6,58,Puerto-Rico,>50K
29926,22,Private,87,7th-8th,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,47,34,29,France,<=50K
29927,59,State-gov,24,Doctorate,4,Never-married,?,Other-relative,Other,Female,28,82,17,Canada,<=50K
29928,67,Private,66,1st-4th,15,Married-spouse-absent,Farming-fishing,Other-relative,Black,Female,66,19,61,Cambodia,>50K
29929,94,Local-gov,77,Assoc-acdm,8,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,96,96,36,Columbia,>50K
29930,45,Self-emp-inc,23,1st-4th,14,Divorced,?,Not-in-family,White,Female,75,68,74,Honduras,>50K
29931,7,Without-pay,41,HS-grad,8,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,10,90,2,Yugoslavia,>50K
29932,2,?,93,Some-college,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,45,94,95,Nicaragua,<=50K
29933,29,Never-worked,7,Prof-school,13,Widowed,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,81,8,95,Puerto-Rico,<=50K
29934,72,Local-gov,63,Some-college,11,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,73,26,79,Honduras,<=50K
29935,49,Self-emp-inc,77,12th,1,Married-AF-spouse,?,Other-relative,Asian-Pac-Islander,Female,41,36,63,Puerto-Rico,>50K
29936,29,State-gov,79,1st-4th,10,Separated,Tech-support,Unmarried,Black,Female,45,48,51,Iran,>50K
29937,2,Federal-gov,63,HS-grad,12,Separated,Transport-moving,Own-child,Asian-Pac-Islander,Male,42,0,38,Jamaica,>50K
29938,6,Self-emp-inc,10,9th,1,Widowed,?,Wife,Asian-Pac-Islander,Female,48,97,82,Canada,>50K
29939,62,Federal-gov,70,Some-college,5,Never-married,?,Unmarried,Asian-Pac-Islander,Male,54,87,97,Vietnam,<=50K
29940,52,?,39,9th,16,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,77,19,3,Puerto-Rico,>50K
29941,90,Federal-gov,12,9th,15,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,55,49,27,Greece,<=50K
29942,1,Local-gov,90,1st-4th,5,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,20,59,7,Portugal,<=50K
29943,95,State-gov,28,Assoc-acdm,11,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,72,53,95,Italy,<=50K
29944,43,Federal-gov,85,10th,5,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,80,61,58,?,>50K
29945,61,Never-worked,89,Masters,9,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,45,22,99,Taiwan,>50K
29946,77,Federal-gov,54,12th,12,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,71,52,39,Dominican-Republic,>50K
29947,46,Local-gov,44,Assoc-voc,10,Divorced,Prof-specialty,Husband,White,Male,43,79,67,Iran,<=50K
29948,72,Self-emp-inc,68,9th,12,Separated,Armed-Forces,Wife,Black,Female,88,86,93,Canada,>50K
29949,69,?,4,Assoc-voc,1,Married-AF-spouse,Sales,Own-child,White,Male,10,44,43,Cambodia,>50K
29950,75,State-gov,50,10th,1,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,86,78,68,Philippines,<=50K
29951,31,Self-emp-not-inc,12,1st-4th,1,Married-AF-spouse,Protective-serv,Husband,White,Female,78,12,37,China,>50K
29952,34,Never-worked,6,1st-4th,7,Never-married,Transport-moving,Unmarried,Other,Male,0,93,44,Poland,<=50K
29953,64,State-gov,42,10th,13,Married-civ-spouse,Other-service,Other-relative,White,Female,96,72,80,India,>50K
29954,12,Federal-gov,14,Prof-school,6,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,75,36,84,Taiwan,>50K
29955,44,Self-emp-not-inc,59,12th,9,Married-civ-spouse,Other-service,Own-child,White,Female,78,49,40,Philippines,<=50K
29956,84,State-gov,91,12th,10,Never-married,?,Own-child,Other,Male,21,43,58,United-States,<=50K
29957,14,Self-emp-not-inc,32,Assoc-acdm,2,Widowed,Craft-repair,Husband,White,Female,94,95,10,India,<=50K
29958,98,Self-emp-not-inc,68,9th,6,Separated,Prof-specialty,Own-child,Black,Male,41,78,77,Yugoslavia,>50K
29959,29,Never-worked,98,Bachelors,16,Never-married,Handlers-cleaners,Other-relative,White,Female,43,38,92,England,>50K
29960,93,Private,6,Assoc-voc,14,Married-civ-spouse,Sales,Husband,White,Female,28,64,52,Philippines,<=50K
29961,54,State-gov,30,11th,14,Widowed,Tech-support,Husband,Other,Male,50,54,48,Ireland,>50K
29962,29,Self-emp-not-inc,6,5th-6th,5,Divorced,?,Own-child,Other,Female,19,95,36,Cuba,<=50K
29963,1,Federal-gov,94,Assoc-voc,13,Never-married,Prof-specialty,Other-relative,Other,Male,25,90,91,Mexico,>50K
29964,82,?,54,9th,4,Never-married,Farming-fishing,Own-child,Other,Male,28,96,71,Mexico,>50K
29965,27,Without-pay,82,5th-6th,2,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,43,92,6,Greece,<=50K
29966,73,?,95,7th-8th,6,Married-spouse-absent,?,Husband,Other,Male,8,48,94,Philippines,>50K
29967,43,Private,31,Bachelors,16,Divorced,Machine-op-inspct,Own-child,White,Male,59,78,14,Taiwan,>50K
29968,88,Federal-gov,85,Masters,9,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,16,67,58,Yugoslavia,<=50K
29969,29,Local-gov,5,Assoc-acdm,2,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,13,81,4,Nicaragua,<=50K
29970,12,State-gov,2,10th,7,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,12,75,81,Columbia,>50K
29971,33,Self-emp-not-inc,17,7th-8th,5,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,46,26,43,Ecuador,<=50K
29972,74,Private,31,9th,4,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,11,32,86,Japan,<=50K
29973,63,Federal-gov,0,Preschool,3,Married-AF-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,44,57,43,United-States,>50K
29974,49,Federal-gov,64,5th-6th,7,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,79,36,11,Honduras,<=50K
29975,12,?,45,5th-6th,1,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,18,13,6,El-Salvador,<=50K
29976,6,Never-worked,38,HS-grad,10,Widowed,Armed-Forces,Husband,White,Female,36,8,90,Haiti,<=50K
29977,70,Federal-gov,39,Preschool,12,Married-spouse-absent,Farming-fishing,Other-relative,Black,Female,55,52,97,France,<=50K
29978,30,State-gov,55,Prof-school,9,Separated,Craft-repair,Unmarried,Other,Female,12,88,22,China,<=50K
29979,69,Private,46,Assoc-acdm,16,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,74,9,77,Cuba,<=50K
29980,100,Without-pay,52,Doctorate,9,Widowed,Prof-specialty,Unmarried,Other,Female,37,73,88,Laos,<=50K
29981,29,Self-emp-not-inc,82,Prof-school,11,Married-spouse-absent,Tech-support,Own-child,Black,Female,17,86,11,United-States,>50K
29982,26,Without-pay,31,Doctorate,3,Married-civ-spouse,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,62,84,23,Italy,<=50K
29983,60,Self-emp-not-inc,85,1st-4th,1,Divorced,Prof-specialty,Other-relative,Other,Female,42,32,52,South,>50K
29984,29,Without-pay,28,Assoc-acdm,4,Widowed,Transport-moving,Unmarried,Other,Female,67,78,89,China,<=50K
29985,18,Self-emp-not-inc,60,1st-4th,11,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,94,3,52,Canada,>50K
29986,71,?,65,Masters,15,Separated,Protective-serv,Husband,Asian-Pac-Islander,Male,26,99,70,England,>50K
29987,20,Self-emp-not-inc,75,Assoc-acdm,2,Divorced,Other-service,Wife,Black,Female,37,90,13,Laos,>50K
29988,88,State-gov,8,11th,8,Married-civ-spouse,?,Not-in-family,White,Male,39,21,54,Greece,<=50K
29989,32,Private,82,Masters,7,Married-AF-spouse,Handlers-cleaners,Other-relative,White,Female,43,93,63,Trinadad&Tobago,<=50K
29990,63,Private,97,Assoc-acdm,16,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,90,27,17,Poland,>50K
29991,94,Self-emp-not-inc,84,1st-4th,1,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,69,11,40,Holand-Netherlands,>50K
29992,91,Federal-gov,13,HS-grad,6,Divorced,Handlers-cleaners,Wife,Other,Male,42,28,20,?,<=50K
29993,24,Local-gov,41,Masters,7,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,17,58,31,India,<=50K
29994,3,Private,42,12th,8,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,19,30,71,Peru,>50K
29995,5,Self-emp-not-inc,98,Doctorate,16,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,63,63,79,India,<=50K
29996,13,Local-gov,7,12th,14,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,98,2,81,Greece,<=50K
29997,69,Self-emp-inc,87,Assoc-acdm,7,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,90,71,7,Ireland,<=50K
29998,17,Local-gov,29,Bachelors,4,Divorced,Prof-specialty,Other-relative,White,Male,43,23,47,Scotland,<=50K
29999,88,Self-emp-not-inc,28,Prof-school,5,Divorced,Sales,Not-in-family,Black,Male,89,20,81,India,<=50K
30000,83,Self-emp-inc,87,HS-grad,1,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,99,63,29,Dominican-Republic,>50K
30001,48,Self-emp-not-inc,27,Some-college,11,Married-spouse-absent,Tech-support,Own-child,Other,Female,43,47,58,Japan,<=50K
30002,89,?,68,Some-college,1,Divorced,Sales,Own-child,White,Female,45,46,68,Thailand,<=50K
30003,4,Never-worked,85,7th-8th,8,Separated,Exec-managerial,Wife,Black,Female,39,19,3,Cuba,<=50K
30004,17,?,56,Bachelors,10,Separated,Craft-repair,Other-relative,Black,Female,10,20,37,?,<=50K
30005,33,Federal-gov,51,11th,11,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,72,69,95,Poland,>50K
30006,24,Without-pay,100,11th,10,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,56,19,67,?,>50K
30007,100,Without-pay,9,Preschool,1,Married-spouse-absent,Craft-repair,Unmarried,White,Male,83,53,17,Cuba,<=50K
30008,100,Never-worked,36,12th,6,Widowed,Other-service,Unmarried,Other,Female,13,100,68,France,<=50K
30009,37,Without-pay,20,Doctorate,4,Never-married,Machine-op-inspct,Unmarried,Other,Male,97,18,12,Puerto-Rico,>50K
30010,31,Private,73,7th-8th,2,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,39,79,19,South,<=50K
30011,84,Self-emp-not-inc,71,Preschool,15,Never-married,Tech-support,Wife,Asian-Pac-Islander,Male,68,94,75,Hungary,>50K
30012,52,Never-worked,43,Masters,7,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,43,87,53,France,<=50K
30013,83,Without-pay,2,12th,5,Married-AF-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,72,91,14,Columbia,>50K
30014,18,Federal-gov,62,Bachelors,15,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,91,97,83,Hong,>50K
30015,78,Federal-gov,39,9th,10,Married-AF-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,86,47,48,Poland,>50K
30016,28,Never-worked,83,5th-6th,1,Separated,Other-service,Husband,Black,Male,79,99,79,Yugoslavia,<=50K
30017,90,Self-emp-inc,59,Preschool,5,Married-AF-spouse,?,Not-in-family,Asian-Pac-Islander,Female,41,84,94,Holand-Netherlands,>50K
30018,79,Local-gov,35,Doctorate,5,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,96,89,13,Scotland,>50K
30019,1,?,96,1st-4th,15,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Female,90,15,47,India,<=50K
30020,77,Never-worked,97,Some-college,9,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,89,43,64,Nicaragua,<=50K
30021,30,?,60,HS-grad,10,Married-spouse-absent,Farming-fishing,Husband,Asian-Pac-Islander,Male,64,96,51,China,>50K
30022,81,Self-emp-inc,57,5th-6th,15,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Female,32,13,38,Cuba,>50K
30023,52,?,63,Prof-school,2,Separated,Protective-serv,Wife,Black,Male,25,50,96,Vietnam,>50K
30024,63,Never-worked,67,5th-6th,6,Widowed,Sales,Unmarried,Black,Female,9,18,85,Iran,<=50K
30025,37,State-gov,20,Doctorate,13,Divorced,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,52,98,13,Jamaica,>50K
30026,38,?,44,Assoc-voc,11,Widowed,Adm-clerical,Other-relative,Black,Female,74,82,76,Iran,<=50K
30027,30,Never-worked,3,1st-4th,13,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,80,24,8,?,<=50K
30028,42,State-gov,12,7th-8th,4,Married-AF-spouse,Tech-support,Own-child,White,Female,81,4,41,Jamaica,>50K
30029,100,Self-emp-not-inc,72,Doctorate,6,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,2,32,91,Mexico,<=50K
30030,10,Without-pay,73,10th,3,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Female,79,15,16,Cuba,>50K
30031,81,State-gov,38,11th,11,Divorced,Armed-Forces,Own-child,White,Male,69,29,100,Peru,<=50K
30032,46,?,57,Doctorate,7,Widowed,Exec-managerial,Unmarried,Black,Female,66,87,25,Hungary,<=50K
30033,53,Federal-gov,49,1st-4th,1,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,59,13,8,Hong,>50K
30034,16,Without-pay,85,Assoc-acdm,14,Widowed,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,14,9,54,Hong,>50K
30035,58,?,35,Some-college,16,Separated,Machine-op-inspct,Unmarried,White,Female,71,73,15,Yugoslavia,<=50K
30036,20,Private,29,9th,3,Divorced,Sales,Other-relative,Black,Female,67,45,7,United-States,>50K
30037,46,Never-worked,45,1st-4th,8,Separated,Prof-specialty,Not-in-family,Other,Male,4,58,89,Scotland,<=50K
30038,78,Without-pay,100,Preschool,15,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,51,55,42,Yugoslavia,>50K
30039,96,State-gov,19,7th-8th,8,Divorced,Sales,Other-relative,Asian-Pac-Islander,Male,35,20,51,Peru,<=50K
30040,12,Federal-gov,59,9th,14,Widowed,Protective-serv,Own-child,Black,Female,89,2,15,Hungary,>50K
