Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
23985,27,Private,51,1st-4th,11,Divorced,?,Husband,White,Male,30,8,86,eefodjirdduxtsikfkryznlz,>50K
23986,18,Never-worked,23,Assoc-voc,16,Widowed,Adm-clerical,Not-in-family,Black,Male,80,76,59,xlwjgsfmioyxmgczwrbvmzzr,<=50K
23987,91,Local-gov,30,Assoc-voc,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,45,62,75,iuhcngxebyrjummoaemgunkz,<=50K
23988,46,Never-worked,37,Doctorate,6,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,42,12,58,vfmizlhgdyujsqzakkaujvco,>50K
23989,34,Self-emp-inc,92,12th,15,Separated,Sales,Not-in-family,White,Female,28,0,51,wnjarycgwwmguwizwefetxkv,>50K
23990,82,Local-gov,74,Bachelors,12,Separated,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,44,66,90,xfxqpdwipqcrjmxtbfjsgvoh,>50K
23991,0,Federal-gov,0,HS-grad,12,Widowed,Armed-Forces,Other-relative,White,Female,17,14,42,ckpdpvjbupfbqisyewoqxflu,>50K
23992,93,Self-emp-inc,99,12th,15,Married-civ-spouse,Armed-Forces,Husband,Other,Male,65,38,47,zpmkxkkgvrjivwusauupcpta,>50K
23993,93,Private,15,7th-8th,9,Widowed,?,Not-in-family,Black,Male,58,51,27,wbcudonzadvcsapqgqanfmrp,<=50K
23994,28,?,97,7th-8th,13,Widowed,?,Wife,White,Male,71,94,69,fiubywxemoacpdgvbblbqbcl,<=50K
23995,15,Federal-gov,79,5th-6th,11,Separated,Craft-repair,Husband,White,Male,23,61,21,fvyqbtyteycqndfrpsyamovl,>50K
23996,43,Local-gov,91,1st-4th,8,Widowed,Exec-managerial,Husband,White,Male,42,10,66,hrahskzocoldlruhkedbscat,<=50K
23997,66,Local-gov,31,1st-4th,9,Divorced,Transport-moving,Own-child,White,Female,94,38,48,uuputfgochoadpvlgtlviuvv,>50K
23998,49,?,94,7th-8th,1,Married-AF-spouse,Priv-house-serv,Unmarried,White,Female,91,8,47,qbhckwdbbwuyzviinafteran,<=50K
23999,71,Federal-gov,9,Assoc-voc,1,Married-spouse-absent,Handlers-cleaners,Unmarried,Other,Male,38,72,55,leumcrbztgjxjzpujsnkfogs,<=50K
24000,6,Self-emp-not-inc,43,9th,9,Widowed,Armed-Forces,Not-in-family,White,Male,99,62,19,ewigodgvwoqzgpdyaorbcoqh,<=50K
24001,68,Never-worked,80,Bachelors,14,Widowed,Exec-managerial,Other-relative,Black,Male,43,32,10,uopxycsgtkscjzykxljehzyx,>50K
24002,25,Never-worked,97,5th-6th,1,Widowed,Prof-specialty,Own-child,White,Female,83,8,72,fgvhjsougxyitmkpzkksnbvg,>50K
24003,46,Private,42,11th,12,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,26,51,90,yagvvjvadqsnopgjibetwidy,>50K
24004,80,Self-emp-inc,21,Assoc-acdm,13,Married-civ-spouse,Armed-Forces,Husband,Black,Female,64,67,25,cyqiksxwoeizxapgbqiztgxe,>50K
24005,75,Self-emp-not-inc,14,Prof-school,2,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,72,51,80,muygjxiccgghhbvnlhrhbudh,>50K
24006,68,Self-emp-inc,58,HS-grad,13,Widowed,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,68,13,66,xjwqyhcqrhaylnuotebimfgv,>50K
24007,30,Local-gov,21,Assoc-voc,1,Widowed,Craft-repair,Own-child,Other,Female,64,39,81,vhbtastwdijrjajodkumzzav,>50K
24008,24,?,59,12th,5,Married-spouse-absent,Armed-Forces,Unmarried,Other,Male,15,64,97,lgmdktlgftnhyadjqplravjk,<=50K
24009,6,Self-emp-not-inc,75,1st-4th,6,Never-married,Farming-fishing,Own-child,Other,Female,93,41,92,zudxoriwgpridqeaenonqkad,<=50K
24010,54,Self-emp-inc,15,Assoc-acdm,16,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6,44,28,xdypqtelbbhlfdmesgkdajqh,>50K
24011,55,State-gov,51,Prof-school,7,Widowed,Priv-house-serv,Unmarried,Black,Male,85,15,32,obfbppztkhxsoiuoiycjggnt,>50K
24012,96,Never-worked,64,10th,14,Divorced,Machine-op-inspct,Unmarried,Black,Female,20,79,7,ozocivtcsxazedcyzwvzmyps,>50K
24013,87,Without-pay,68,5th-6th,13,Married-AF-spouse,Machine-op-inspct,Unmarried,Other,Female,10,94,82,nijljbgpmhckmwzbqwftounz,<=50K
24014,83,Federal-gov,52,5th-6th,11,Never-married,Farming-fishing,Own-child,Other,Female,22,81,6,yqaqgjckqufrypeduytoqogv,<=50K
24015,38,Local-gov,82,HS-grad,13,Married-spouse-absent,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,9,19,78,eoebnbofkozpcvxjlyzyytpm,<=50K
24016,38,State-gov,19,11th,3,Married-AF-spouse,Handlers-cleaners,Wife,White,Male,39,93,97,pojhfytqouhynwnchgxcxczo,>50K
24017,58,Private,42,Prof-school,4,Never-married,Other-service,Other-relative,White,Female,27,96,99,krchgvrzojaevmldkdjvfjug,<=50K
24018,68,Without-pay,87,5th-6th,13,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,5,78,52,gwwoujpmlruifksnmauiodwm,>50K
24019,76,Never-worked,82,Preschool,13,Separated,Sales,Unmarried,White,Female,84,96,16,dyakkxcbqhtfiaailrccofle,<=50K
24020,81,Private,27,HS-grad,12,Divorced,Craft-repair,Not-in-family,White,Female,16,75,14,fxupadkbudibxqglltdftfbe,<=50K
24021,62,State-gov,51,Masters,15,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,38,12,73,gqyyfwqpigzxwulbgqfavdiy,>50K
24022,8,Without-pay,45,10th,13,Widowed,Prof-specialty,Own-child,White,Female,70,35,20,kwpafsyguezkliythybnliai,>50K
24023,33,Local-gov,90,Bachelors,11,Married-AF-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,80,23,67,vukqeafuomxaoziznakbrymz,<=50K
24024,73,Without-pay,23,1st-4th,9,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,52,98,30,acndzckgnmexzjlputiridll,<=50K
24025,39,Private,46,Preschool,13,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,63,21,17,dacpdjqkbkekustimctlftjt,>50K
24026,36,?,78,9th,11,Never-married,Protective-serv,Husband,Other,Male,46,29,56,telsiptvyssypqflwzcqausq,<=50K
24027,82,Local-gov,100,Bachelors,10,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Female,72,100,48,igghdgifcamvlbfqaravuspe,>50K
24028,0,Local-gov,61,11th,15,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,49,73,73,cvgunzcgmnuoqglfudmpoasc,>50K
24029,16,Never-worked,8,Doctorate,13,Divorced,Priv-house-serv,Husband,Black,Female,10,71,46,zqmhcgkwrlespflqgxlkpqpf,>50K
24030,71,Never-worked,76,Doctorate,13,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,92,99,61,xntdyepinavexdywksackqsl,>50K
24031,50,?,46,Preschool,4,Married-civ-spouse,Transport-moving,Husband,Black,Female,23,88,56,utlfzaojyhrufmukwmegkuet,>50K
24032,55,Never-worked,75,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,Black,Male,89,73,73,shlkebzuzgqctsxpjvifntzu,>50K
24033,49,State-gov,80,Bachelors,12,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,64,23,69,hoxwctrcqxlajdtmxmeahfwl,>50K
24034,50,State-gov,8,7th-8th,7,Separated,Protective-serv,Other-relative,Other,Male,87,52,42,bvpymuhjwcbqhdtuzzsgsqof,>50K
24035,82,?,57,Some-college,11,Married-AF-spouse,Armed-Forces,Wife,Black,Female,84,38,48,fyiiwbkymergzcfkxhmbtmre,>50K
24036,4,Self-emp-not-inc,50,9th,14,Married-spouse-absent,?,Unmarried,Amer-Indian-Eskimo,Female,53,33,44,oeqhnfqryuzfnfnmjhxmnuzf,>50K
24037,25,Self-emp-not-inc,4,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,37,23,91,fsqvqwcuympqvwrchgjknjuz,>50K
24038,10,State-gov,71,12th,14,Married-spouse-absent,Exec-managerial,Husband,Black,Female,59,53,46,xdqljgzaggfefundfxwcrlkm,<=50K
24039,96,State-gov,55,Masters,9,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,19,88,9,lkmlaxffdbjvidjfivxpeezx,>50K
24040,45,Local-gov,24,Assoc-acdm,12,Separated,Tech-support,Own-child,Black,Female,62,34,73,rpzeejdqwuanqizaisbqzyww,<=50K
24041,85,Local-gov,34,12th,4,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,73,24,96,rlrcwmwzpajueqkaxcplqqaz,<=50K
24042,98,Local-gov,95,7th-8th,5,Widowed,Transport-moving,Not-in-family,Other,Male,88,92,57,mftidzfndkshpdfvrcybkukc,>50K
24043,52,Self-emp-inc,98,12th,7,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,19,29,81,xbtakarrpcgzkopqgupexfni,>50K
24044,14,Private,7,Masters,5,Never-married,Sales,Unmarried,Black,Male,6,95,77,xmbgrjyjvsieekyxxyuvgrds,>50K
24045,30,Private,47,12th,3,Divorced,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,35,3,47,anxaznbjpxngzxjyphduhjht,>50K
24046,74,?,9,Prof-school,15,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,47,59,84,bxlgedeswntckfxknpfzqffm,>50K
24047,71,Private,58,Prof-school,9,Never-married,Prof-specialty,Husband,Black,Male,92,38,51,omcdftwgwyrpztimcxpudiym,<=50K
24048,80,Federal-gov,19,HS-grad,4,Widowed,Exec-managerial,Own-child,White,Male,58,36,62,bovxbjvmacrxyofcgqetgeyr,>50K
24049,27,Without-pay,86,12th,3,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,74,13,17,nqurjumbfpwjlwefvyhhwcpc,>50K
24050,52,?,90,Preschool,4,Married-spouse-absent,Exec-managerial,Wife,Other,Male,52,32,38,ksibavmwkgymxdpbieceabel,>50K
24051,32,Local-gov,9,10th,10,Divorced,Protective-serv,Wife,Black,Female,95,52,49,vlmmzaopvbvpakjdlaxjxqbm,>50K
24052,39,Self-emp-inc,45,Prof-school,16,Separated,Craft-repair,Wife,Other,Male,36,85,93,sydnamsujcqmjlillkqcttes,>50K
24053,56,Private,58,Masters,6,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Female,94,31,10,bxsncvfwhtelzsbmtaqzikrf,<=50K
24054,23,Local-gov,68,11th,16,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,81,2,64,kbzjzgbldanolvxmmwnfvryh,>50K
24055,61,State-gov,47,Prof-school,1,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,49,30,52,icxtthriekwsnepvyeptafmu,<=50K
24056,70,State-gov,22,Preschool,14,Widowed,Protective-serv,Unmarried,Other,Female,61,92,50,xqbvjlyrmietsmmlktivcwtn,>50K
24057,12,State-gov,83,1st-4th,13,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,16,77,93,sxvmuiseykctauqscrtgydzq,<=50K
24058,4,Never-worked,44,Prof-school,11,Married-AF-spouse,Farming-fishing,Wife,Black,Male,21,10,49,ydaebuxynozejovpwersioxq,>50K
24059,18,Self-emp-not-inc,9,Assoc-voc,11,Separated,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,69,70,69,vsxoamuhyzfmaohzwxggjgtp,>50K
24060,78,Local-gov,86,Assoc-acdm,12,Divorced,Other-service,Own-child,Other,Male,14,51,75,eauwdzdanuawfqxknlrfuqmw,<=50K
24061,20,Self-emp-inc,96,Masters,16,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,43,90,95,psxealsbbjvufmxazzvqxfcr,<=50K
24062,56,Private,94,9th,11,Never-married,Exec-managerial,Wife,Other,Male,12,60,22,fgreershrbdaibpcnmgdlraf,>50K
24063,35,Federal-gov,32,1st-4th,8,Married-AF-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,19,90,61,ooamijdrbcngakwunocvqcxf,>50K
24064,70,Self-emp-not-inc,52,Masters,10,Never-married,Transport-moving,Unmarried,Other,Female,94,31,59,secjtmlxnkufwgkvmirmydsk,>50K
24065,29,Federal-gov,31,1st-4th,4,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,16,11,54,dyycuvbvwxjkcivqliemojdz,<=50K
24066,10,Self-emp-inc,78,Preschool,8,Married-civ-spouse,Tech-support,Unmarried,Black,Male,93,21,4,lgsnrkrxerzpaznndnplshsv,<=50K
24067,90,State-gov,87,11th,3,Never-married,Farming-fishing,Own-child,Black,Female,0,11,78,hyfvlvlqtvqhobanhbbrjusv,>50K
24068,2,Self-emp-inc,63,Bachelors,6,Separated,?,Unmarried,Black,Male,11,31,26,cwpvtskoivqyoieirxwnjfsa,<=50K
24069,86,Private,94,9th,16,Married-AF-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,14,81,54,knxfjueezamnhmzhqhvtuvlk,>50K
24070,17,Private,84,11th,9,Never-married,Tech-support,Husband,White,Male,48,69,73,fcxphuiokiyqrkodlfvidkqt,>50K
24071,46,State-gov,14,9th,1,Separated,Craft-repair,Not-in-family,White,Male,7,30,71,ijgpwzsfqzyqoqbgpyqlfumk,>50K
24072,97,Self-emp-inc,52,Some-college,11,Never-married,Priv-house-serv,Wife,White,Female,15,35,17,adkgvunlxylvldsilrvwxvuq,>50K
24073,28,Without-pay,96,Masters,12,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,64,69,51,bowchwpxbayaymbsozqcwbhb,<=50K
24074,50,Without-pay,1,Some-college,2,Widowed,Handlers-cleaners,Own-child,Other,Male,92,80,79,gaavfpkkrqiwncekpiawymmf,<=50K
24075,66,Federal-gov,41,1st-4th,8,Never-married,Adm-clerical,Not-in-family,Black,Male,47,48,42,zrnvlkqamvulssfuquyyjuwy,>50K
24076,41,Never-worked,87,10th,3,Separated,Protective-serv,Not-in-family,White,Female,53,17,92,zpgelodmlpoyjlylouxtibor,>50K
24077,72,State-gov,39,10th,5,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,92,22,56,mmpmyxdhimncyrpbfnwdmyxo,>50K
24078,18,?,59,Assoc-acdm,6,Married-civ-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,77,84,59,qzrjaamoacfrkdbmyhjmlauk,<=50K
24079,12,Self-emp-not-inc,36,7th-8th,15,Separated,Farming-fishing,Wife,White,Male,36,65,47,ritisxgmitamibjjgqkmccae,<=50K
24080,81,Never-worked,66,5th-6th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,62,10,27,npllecjbbxaepxavspnegmwu,<=50K
24081,53,State-gov,23,11th,12,Widowed,Handlers-cleaners,Own-child,Other,Female,27,25,6,zckdywiekekdhnakdkubyfvn,>50K
24082,28,State-gov,83,Bachelors,10,Widowed,Machine-op-inspct,Not-in-family,Black,Female,73,30,34,sdfkpennyfejteemvlytpwdi,>50K
24083,18,Self-emp-inc,79,9th,16,Never-married,Farming-fishing,Not-in-family,White,Male,25,68,35,cbyyqtizdrszhfxddshprzhv,>50K
24084,79,Self-emp-inc,6,1st-4th,12,Separated,Other-service,Husband,Other,Male,2,94,53,tfffkpjwxkgczimkhmjxolda,<=50K
24085,60,Self-emp-inc,79,HS-grad,8,Widowed,Protective-serv,Unmarried,Black,Male,67,58,14,grsamvrunkvohakfjytuxdjd,>50K
24086,0,Private,98,Some-college,13,Married-civ-spouse,Sales,Wife,White,Female,11,67,22,zxkyfggolcpazobdbxtcvlmq,>50K
24087,44,Federal-gov,44,11th,14,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,45,36,98,jtjbncquoftzvgciyzmbzmmu,>50K
24088,4,Never-worked,65,Prof-school,3,Divorced,Armed-Forces,Husband,Asian-Pac-Islander,Female,1,49,18,dbbdvbsyzdwupxvaygudrgog,>50K
24089,77,Never-worked,11,5th-6th,13,Separated,Protective-serv,Other-relative,White,Male,84,5,25,kttvdekoaclhqdfojsdxvmxi,>50K
24090,46,Without-pay,100,Prof-school,8,Married-AF-spouse,Priv-house-serv,Own-child,White,Male,16,11,23,dxjhpddqhjrqxydypgavjzow,>50K
24091,75,Self-emp-inc,92,9th,11,Never-married,?,Wife,White,Male,66,78,94,rckqfzjboyvcomcinvnkrenv,>50K
24092,27,Never-worked,90,Bachelors,1,Separated,Sales,Husband,White,Female,5,61,41,pdrncvarbjmktfsbzkdldhij,>50K
24093,59,Federal-gov,83,Assoc-acdm,1,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Female,97,76,77,jgdymxsdcltwgkzhyioqdnql,>50K
24094,7,Self-emp-not-inc,98,7th-8th,15,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,50,37,74,niuqtemmafkqpdzjrgrtkxjw,<=50K
24095,53,Local-gov,41,9th,2,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,41,1,34,ilyhatltmsgxoterqhjkdmuo,<=50K
24096,24,Self-emp-not-inc,34,HS-grad,3,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Female,15,46,87,nbomyvpeupczuthftkegrdux,<=50K
24097,11,Private,83,Some-college,5,Married-civ-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,35,1,67,cydjcoyxrhljbqwzmrlsnfsh,<=50K
24098,26,Private,78,Assoc-acdm,13,Married-AF-spouse,Other-service,Unmarried,White,Female,75,36,65,obipbsuqujgjzcrhpqtkbjec,>50K
24099,99,Without-pay,83,11th,12,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,39,49,41,pqjmdfivgmpkjazmzrufvgkp,>50K
24100,63,Self-emp-inc,27,10th,4,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Female,27,94,62,oraiqzwbgcejqgbttualwrtm,<=50K
24101,15,State-gov,43,Assoc-voc,4,Divorced,Tech-support,Husband,Black,Male,42,80,73,jmsxiiyctxoypmuetgqeqmyf,<=50K
24102,76,Self-emp-not-inc,4,Assoc-acdm,2,Never-married,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,20,2,66,oxiqmmdrxqpqtgermbatqrjw,>50K
24103,78,State-gov,57,Doctorate,10,Separated,Transport-moving,Unmarried,White,Female,28,100,35,zzblxrtyqeztmixlcawbjytm,<=50K
24104,70,Self-emp-not-inc,33,Preschool,2,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Male,42,28,8,bqlhxlxtqtircedotfrowoug,<=50K
24105,18,Self-emp-not-inc,85,Preschool,4,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,70,30,98,jdgsvyppadnsxkpmafdccdfx,>50K
24106,15,?,65,Preschool,16,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,33,53,78,paydcgpdsohcclztpdpyphdl,>50K
24107,46,State-gov,68,Preschool,16,Married-spouse-absent,Transport-moving,Wife,Other,Female,41,81,99,wizkiuijsyrhttpmyvuzbwbj,<=50K
24108,84,Local-gov,45,10th,16,Separated,Adm-clerical,Not-in-family,Other,Female,36,23,60,nlrcyvcqdsyxwwfofhzfjdha,<=50K
24109,81,Federal-gov,77,9th,10,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,83,48,20,wlgmvcoukrxtgrqbqsvgndsm,<=50K
24110,72,?,24,11th,1,Married-spouse-absent,Machine-op-inspct,Husband,Other,Female,65,37,16,keolhiblzvhvswhiuekuugsx,>50K
24111,92,Without-pay,6,10th,15,Never-married,?,Unmarried,White,Female,40,17,26,vjpkmkrakgoihakcmdocdssx,>50K
24112,14,Self-emp-not-inc,1,Prof-school,16,Never-married,Sales,Wife,Other,Female,18,62,28,eekvcdhwzkkqvkftidfvkqtl,<=50K
24113,33,Never-worked,27,Some-college,5,Separated,Exec-managerial,Husband,Other,Male,24,9,0,botxdgwsvnbnhgljcjdgzsee,<=50K
24114,53,State-gov,52,Masters,13,Married-AF-spouse,?,Not-in-family,Asian-Pac-Islander,Female,57,3,79,vkcskjlsuhqwuocqwijmhblr,<=50K
24115,95,Never-worked,68,10th,9,Separated,Priv-house-serv,Unmarried,Other,Female,70,4,33,iinarwxoaycuuudlmllclzhr,>50K
24116,11,Self-emp-inc,74,9th,13,Widowed,Machine-op-inspct,Unmarried,Black,Female,34,33,5,yzlhmnbphrunjbqlydchslbk,>50K
24117,53,State-gov,81,Assoc-voc,3,Divorced,Sales,Other-relative,White,Female,80,57,58,mboriazodcburrkuzpwtplfz,>50K
24118,9,Never-worked,78,Preschool,7,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,69,29,4,eerrvfwhereolwcgpreewfri,<=50K
24119,32,Without-pay,58,Prof-school,4,Married-AF-spouse,Sales,Unmarried,Black,Male,12,55,62,btnaakjxzipuzcjlstlcuevc,>50K
24120,85,?,56,1st-4th,7,Divorced,Transport-moving,Husband,Black,Female,36,5,84,jnkagkedlvlikcmzjafmsxui,<=50K
24121,10,Without-pay,100,Some-college,16,Separated,Protective-serv,Wife,Other,Female,44,90,83,jajbbiezpytndrqeqnhatfna,<=50K
24122,97,State-gov,56,Preschool,10,Never-married,Farming-fishing,Not-in-family,Black,Female,60,24,46,ysnmjmdteqdewmtjorydkyuc,<=50K
24123,9,Private,84,Prof-school,6,Married-spouse-absent,Other-service,Husband,Black,Female,35,38,91,hjbwptqnygcvtfijqfegnkqy,>50K
24124,28,Federal-gov,33,11th,4,Separated,Other-service,Unmarried,Black,Female,91,100,91,pkecdevegvtyuenqlqyjmluf,<=50K
24125,2,Federal-gov,40,10th,14,Never-married,Tech-support,Husband,Other,Male,48,25,96,dpdkgnarsakfgtyfilgjgova,<=50K
24126,13,Self-emp-inc,95,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,90,1,88,dbgagpancaypartcbazfpsus,>50K
24127,11,Federal-gov,48,5th-6th,1,Separated,Other-service,Other-relative,Other,Female,20,81,99,lrthyrbrjtxdmkmgdolxbzsm,>50K
24128,78,Without-pay,88,5th-6th,4,Married-AF-spouse,Machine-op-inspct,Unmarried,Other,Female,64,10,37,pcrqkadmldublligbituvjfk,>50K
24129,89,Never-worked,26,Bachelors,2,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Female,42,38,3,dhmfkkytqfyjomgbezqssobr,<=50K
24130,0,Local-gov,71,1st-4th,9,Separated,Handlers-cleaners,Not-in-family,Other,Female,3,25,62,fiwvekpjfztnvcjwrlvxcsed,<=50K
24131,88,Local-gov,73,Assoc-acdm,15,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Female,84,48,11,zbbrqddtnintmeekkenjahci,<=50K
24132,71,Local-gov,1,12th,3,Married-spouse-absent,Tech-support,Own-child,Amer-Indian-Eskimo,Female,63,55,81,wdegbpcvubwxlxfyxhyappyv,>50K
24133,18,Self-emp-not-inc,4,Assoc-voc,14,Married-civ-spouse,Tech-support,Husband,White,Male,59,79,21,cwpdiguqlrdvzmdkokdfrbdv,>50K
24134,51,Federal-gov,18,Bachelors,7,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,77,24,6,mafvlqbnntrhjhbtbamuhrac,<=50K
24135,1,State-gov,22,5th-6th,4,Divorced,Sales,Not-in-family,Black,Male,72,90,46,qowxbctlnenkexglptqfzydg,<=50K
24136,63,Never-worked,9,10th,12,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,21,34,98,iqnsqtiwstxvmdnxhcufrxgz,<=50K
24137,4,Self-emp-not-inc,46,Assoc-acdm,2,Never-married,Farming-fishing,Own-child,Other,Female,41,48,49,akcrmdttytlbjehllacpvivf,>50K
24138,38,Never-worked,10,Doctorate,6,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,100,39,96,pdsmiklvpksbloyptznnynki,>50K
24139,37,Self-emp-not-inc,99,10th,16,Separated,?,Own-child,Asian-Pac-Islander,Male,39,64,84,vbajmixucncdcdldjunsssfc,<=50K
24140,82,Self-emp-not-inc,62,9th,14,Divorced,Sales,Own-child,White,Male,32,55,58,uhvequjjyybvdnooikfougzk,<=50K
24141,56,Local-gov,80,Assoc-voc,10,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,36,68,20,qpkypksfnsldzndujsermkgo,>50K
24142,9,State-gov,7,Doctorate,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,83,75,23,hgyqjdrohbuzdimtnmcujjeg,>50K
24143,81,State-gov,28,10th,4,Divorced,Sales,Husband,Asian-Pac-Islander,Male,6,0,37,cxefeltawhphvhnnbzofxwfd,>50K
24144,84,Private,97,Masters,9,Married-AF-spouse,Exec-managerial,Husband,Other,Male,89,7,5,rgsjujkcyyrupwrwrecvbkmz,<=50K
24145,13,Local-gov,99,9th,8,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,27,73,4,dqoebgraqcyusslbwegxsdkf,<=50K
24146,47,Never-worked,78,1st-4th,13,Never-married,Handlers-cleaners,Wife,White,Female,31,12,12,btfmfwakncixpbjcrdjhttma,>50K
24147,26,Self-emp-not-inc,83,Prof-school,12,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,50,31,83,dhojjpjcqfizawdcpvrgbqdi,<=50K
24148,57,Self-emp-not-inc,17,Prof-school,3,Widowed,Craft-repair,Wife,Black,Female,97,6,91,lhevirgkjpnvpihvhzacxlgo,>50K
24149,67,Federal-gov,96,Doctorate,11,Married-civ-spouse,Other-service,Unmarried,Black,Male,27,3,80,edsgxvljxbgzbfdzncizysch,>50K
24150,17,Never-worked,5,Prof-school,9,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,28,86,38,phpickqzfvwjairqkazwkijt,<=50K
24151,32,Federal-gov,68,12th,10,Married-spouse-absent,Other-service,Wife,Other,Female,1,49,77,avzmsmktielsajthcrxvfvdd,>50K
24152,14,?,31,10th,13,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,53,13,59,fqsiplkducydqjavmitujgkf,>50K
24153,75,State-gov,51,Preschool,8,Never-married,Craft-repair,Other-relative,Other,Male,58,41,35,coeduzqklihkocntvoxfxlpa,>50K
24154,41,Without-pay,57,10th,6,Divorced,?,Unmarried,White,Male,27,35,22,hexvnmysrbqmfdhbxonxkwvj,>50K
24155,26,Self-emp-not-inc,36,Some-college,4,Married-spouse-absent,?,Wife,Asian-Pac-Islander,Female,20,38,69,ruxpeuxdvmlajdaeyehaerek,<=50K
24156,56,Never-worked,5,HS-grad,9,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,27,99,15,ygigxoswmbwiqkdbdgyyfnhm,>50K
24157,83,Self-emp-inc,79,1st-4th,7,Married-civ-spouse,Handlers-cleaners,Not-in-family,Other,Female,25,56,11,gojbfkiykhllkjzydtnfrdqq,<=50K
24158,3,Federal-gov,12,Doctorate,1,Widowed,Machine-op-inspct,Unmarried,Other,Female,72,44,91,ycxfgqtdqhwebimsxqbmgpdx,>50K
24159,18,Without-pay,2,Preschool,10,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,24,0,15,ruekssfnwnprxoobnpjxjfqr,>50K
